[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool$PoolEntryCreator.call] | click goto-> (HikariPool.java:709) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4892f8ef
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3a4e8a6c]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@273b1301] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1768480864 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 38(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@273b1301]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5a601a3e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1832772876 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool$PoolEntryCreator.call] | click goto-> (HikariPool.java:709) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@66ddedba
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 85(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5a601a3e]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2f4c3b29] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@588892759 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 86(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 5
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool$PoolEntryCreator.call] | click goto-> (HikariPool.java:709) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1dc04577
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2f4c3b29]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool$PoolEntryCreator.call] | click goto-> (HikariPool.java:709) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@27ea7df7
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After adding stats (total=6, active=0, idle=6, waiting=0)
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@28c02470] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1648883728 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@28c02470]
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@f676e84] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@599819990 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, id, `name`, code, create_time, modify_time, startup_time, json_file_name, pythonscript__file_name, server_ip, server_port, runState, remark, datax_home, process_pid, python_switch, json_switch from t_datax_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:41:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@f676e84]
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:22,022> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@1759ff8b] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1365131313 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( TBL_ID = ? ) limit 1 
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Long)
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 1
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@1759ff8b]
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@6976732d] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1451773136 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, SD_ID, CD_ID, INPUT_FORMAT, IS_COMPRESSED, IS_STOREDASSUBDIRECTORIES, `LOCATION`, NUM_BUCKETS, OUTPUT_FORMAT, SERDE_ID from SDS WHERE ( SD_ID = ? ) limit 1 
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Long)
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 1
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@6976732d]
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@4b7c5725] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1594260566 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, DB_ID, `DESC`, DB_LOCATION_URI, `NAME`, OWNER_NAME, OWNER_TYPE, CTLG_NAME from DBS WHERE ( DB_ID = ? ) limit 1 
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 6(Long)
[DEBUG] <2019-08-22 18:41:31,031> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 1
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@4b7c5725]
[DEBUG] <2019-08-22 18:41:31,031> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:31,031> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@352f7a0d] was not registered for synchronization because synchronization is not active
