[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - autoCommit......................true
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - catalog.........................none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - connectionInitSql...............none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - connectionTestQuery............."SELECT 1"
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - connectionTimeout...............20000
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - dataSource......................none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - dataSourceClassName.............none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - dataSourceJNDI..................none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - dataSourceProperties............{password=<masked>}
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - driverClassName................."com.mysql.jdbc.Driver"
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - healthCheckProperties...........{}
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - healthCheckRegistry.............none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - idleTimeout.....................30000
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - initializationFailTimeout.......1
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - isolateInternalQueries..........false
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - jdbcUrl.........................jdbc:mysql://192.168.15.213:3306/hive?autoReconnect=true&useUnicode=true&characterEncoding=utf-8&allowMultiQueries=true
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - leakDetectionThreshold..........0
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - maxLifetime.....................1200000
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - maximumPoolSize.................15
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - metricRegistry..................none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - metricsTrackerFactory...........none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - minimumIdle.....................5
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - password........................<masked>
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - poolName........................"HikariPool-2"
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - readOnly........................false
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - registerMbeans..................false
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - scheduledExecutor...............none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - schema..........................none
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - threadFactory...................internal
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - transactionIsolation............default
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - username........................"root"
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.HikariConfig.logConfiguration] | click goto-> (HikariConfig.java:1052) - validationTimeout...............5000
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.util.DriverDataSource.<init>] | click goto-> (DriverDataSource.java:75) - Driver class com.mysql.jdbc.Driver found in Thread context class loader TomcatEmbeddedWebappClassLoader
  context: ROOT
  delegate: true
----------> Parent Classloader:
sun.misc.Launcher$AppClassLoader@18b4aac2

[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool.checkFailFast] | click goto-> (HikariPool.java:545) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@63af7db3
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1996922661 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, DB_ID, `DESC`, DB_LOCATION_URI, `NAME`, OWNER_NAME, OWNER_TYPE, CTLG_NAME from DBS 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 6
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@38990d35]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@29fffa6c] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@453800108 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 2
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@29fffa6c]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@199b232e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1594432591 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 6(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 45
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@199b232e]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@71aa588e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1423760893 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 11(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@71aa588e]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@125b5c7f] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@823531666 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 38(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@125b5c7f]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@445d35ae] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@204288510 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 85(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@445d35ae]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3611f76e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@466375751 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 86(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 5
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3611f76e]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@11d549eb] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@521315745 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, DB_ID, `DESC`, DB_LOCATION_URI, `NAME`, OWNER_NAME, OWNER_TYPE, CTLG_NAME from DBS 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - Before cleanup stats (total=1, active=1, idle=0, waiting=0)
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After cleanup  stats (total=1, active=1, idle=0, waiting=0)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 6
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@11d549eb]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5e2faf9a] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1703817125 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 2
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5e2faf9a]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@1d706f9e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1040208085 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 6(Long)
[DEBUG] <2019-08-22 18:41:21,021> at [com.zaxxer.hikari.pool.HikariPool$PoolEntryCreator.call] | click goto-> (HikariPool.java:709) - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3ca3cef7
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 45
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@1d706f9e]
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3a4e8a6c] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:41:21,021> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:41:21,021> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@765721753 wrapping com.mysql.cj.jdbc.ConnectionImpl@63af7db3] will not be managed by Spring
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, TBL_ID, CREATE_TIME, DB_ID, LAST_ACCESS_TIME, `OWNER`, OWNER_TYPE, RETENTION, SD_ID, TBL_NAME, TBL_TYPE, IS_REWRITE_ENABLED, WRITE_ID from TBLS WHERE ( DB_ID = ? ) 
[DEBUG] <2019-08-22 18:41:21,021> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 11(Long)
